Year;Quarter;Month;Hour;Category;Sales;Cost
2007;Q3 2007;Jul 2007;14:00;jazz/blues;15761.319999999976;8102.73
2007;Q3 2007;Jul 2007;15:00;jazz/blues;13370.61999999998;6874.959999999996
2007;Q3 2007;Jul 2007;13:00;jazz/blues;12835.729999999983;6793.92
2007;Q3 2007;Jul 2007;11:00;jazz/blues;8394.599999999991;4281.91
2007;Q3 2007;Sep 2007;10:00;jazz/blues;13531.799999999981;7076.49
2007;Q4 2007;Oct 2007;10:00;jazz/blues;12082.299999999985;6246.39
2007;Q4 2007;Oct 2007;20:00;jazz/blues;4167.4000000000015;2134.45
2007;Q3 2007;Jul 2007;20:00;jazz/blues;2927.900000000001;1439.31
2007;Q3 2007;Aug 2007;18:00;jazz/blues;10491.599999999984;5590.599999999998
2008;Q1 2008;Jan 2008;17:00;jazz/blues;11751.499999999982;6336.2999999999965
2008;Q1 2008;Jan 2008;18:00;jazz/blues;7362.139999999995;3872.9199999999996
2007;Q4 2007;Oct 2007;11:00;jazz/blues;17698.799999999985;9305.289999999997
2007;Q4 2007;Oct 2007;19:00;jazz/blues;10221.01999999999;5308.36
2007;Q4 2007;Nov 2007;15:00;jazz/blues;22902.82000000003;11700.249999999996
2007;Q4 2007;Nov 2007;10:00;jazz/blues;10643.099999999988;5412.299999999999
2007;Q4 2007;Oct 2007;14:00;jazz/blues;24929.550000000043;12755.349999999997
2007;Q4 2007;Nov 2007;13:00;jazz/blues;18777.999999999993;9878.43
2007;Q4 2007;Dec 2007;11:00;jazz/blues;23273.100000000028;12153.060000000003
2008;Q1 2008;Mar 2008;17:00;jazz/blues;8668.639999999992;4773.4
2007;Q4 2007;Nov 2007;17:00;jazz/blues;13478.719999999981;7040.979999999996
2007;Q4 2007;Dec 2007;14:00;jazz/blues;38279.200000000164;20211.189999999988
2007;Q4 2007;Dec 2007;18:00;jazz/blues;20937.140000000007;11180.54000000001
2008;Q1 2008;Jan 2008;15:00;jazz/blues;16451.909999999974;8608.119999999992
2007;Q4 2007;Dec 2007;17:00;jazz/blues;25682.640000000047;13568.920000000011
2008;Q1 2008;Mar 2008;14:00;jazz/blues;11906.939999999984;6268.289999999996
2008;Q1 2008;Feb 2008;14:00;jazz/blues;20919.140000000014;11170.170000000006
2008;Q1 2008;Mar 2008;11:00;jazz/blues;7909.399999999992;4472.25
2008;Q1 2008;Jan 2008;12:00;jazz/blues;11322.399999999985;5884.209999999996
2008;Q1 2008;Feb 2008;11:00;jazz/blues;13811.099999999982;7243.629999999997
2007;Q4 2007;Nov 2007;19:00;jazz/blues;7634.799999999995;3996.0200000000004
2007;Q4 2007;Oct 2007;13:00;jazz/blues;22485.500000000025;11789.169999999993
2007;Q3 2007;Jul 2007;16:00;jazz/blues;10152.699999999988;5205.61
2007;Q3 2007;Aug 2007;12:00;jazz/blues;11479.119999999984;5918.509999999997
2007;Q3 2007;Aug 2007;22:00;jazz/blues;1299.0;601.88
2007;Q3 2007;Aug 2007;20:00;jazz/blues;2308.4000000000005;1206.58
2007;Q3 2007;Aug 2007;13:00;jazz/blues;15696.019999999975;8371.490000000005
2007;Q3 2007;Aug 2007;16:00;jazz/blues;13417.919999999978;6845.729999999998
2007;Q3 2007;Jul 2007;18:00;jazz/blues;7284.999999999994;3712.4300000000003
2007;Q3 2007;Sep 2007;12:00;jazz/blues;26298.31000000006;13441.16
2007;Q3 2007;Jul 2007;19:00;jazz/blues;5571.419999999998;2934.05
2007;Q1 2007;Jan 2007;17:00;jazz/blues;12852.799999999981;11616.429999999997
2008;Q1 2008;Feb 2008;09:00;jazz/blues;2238.5000000000005;1171.0100000000002
2008;Q1 2008;Mar 2008;12:00;jazz/blues;10417.399999999987;5635.999999999999
2007;Q4 2007;Nov 2007;12:00;jazz/blues;17058.999999999978;8887.86
2007;Q3 2007;Sep 2007;14:00;jazz/blues;28354.16000000007;14722.289999999995
2007;Q3 2007;Sep 2007;17:00;jazz/blues;26962.900000000063;13876.119999999995
2007;Q3 2007;Jul 2007;21:00;jazz/blues;549.6;279.89
2007;Q4 2007;Dec 2007;19:00;jazz/blues;16060.959999999974;8503.82
2007;Q4 2007;Nov 2007;20:00;jazz/blues;3587.5000000000014;1889.87
2007;Q3 2007;Sep 2007;18:00;jazz/blues;20901.560000000005;10648.319999999998
2008;Q1 2008;Jan 2008;10:00;jazz/blues;6205.999999999997;3216.25
2008;Q1 2008;Jan 2008;14:00;jazz/blues;14160.699999999977;7456.529999999993
2007;Q4 2007;Dec 2007;13:00;jazz/blues;31933.1200000001;16715.180000000004
2007;Q4 2007;Nov 2007;14:00;jazz/blues;19447.6;9990.179999999997
2008;Q1 2008;Feb 2008;12:00;jazz/blues;19490.110000000004;10215.150000000001
2008;Q2 2008;Apr 2008;12:00;jazz/blues;1653.6100000000004;921.2400000000001
2007;Q3 2007;Sep 2007;11:00;jazz/blues;21636.20000000002;11128.269999999999
2007;Q1 2007;Feb 2007;18:00;jazz/blues;6156.699999999997;3627.9299999999994
2008;Q1 2008;Feb 2008;20:00;jazz/blues;2388.5000000000005;1278.7
2007;Q3 2007;Jul 2007;17:00;jazz/blues;8193.699999999992;4222.38
2007;Q1 2007;Jan 2007;11:00;jazz/blues;8977.11999999999;5749.740000000002
2007;Q3 2007;Jul 2007;10:00;jazz/blues;5394.019999999998;2905.3900000000003
2008;Q1 2008;Mar 2008;19:00;jazz/blues;3715.0200000000013;2035.63
2007;Q4 2007;Oct 2007;22:00;jazz/blues;739.4;382.19
2007;Q3 2007;Jul 2007;22:00;jazz/blues;719.5;243.70999999999998
2007;Q1 2007;Mar 2007;20:00;games;85525.8699999999;46468.70000000003
2007;Q3 2007;Aug 2007;19:00;merchandise;93743.75999999949;50488.64999999994
2007;Q3 2007;Aug 2007;11:00;merchandise;80340.14999999978;41566.10999999994
2007;Q3 2007;Aug 2007;10:00;merchandise;55625.56000000021;30583.639999999992
2008;Q1 2008;Jan 2008;12:00;merchandise;114566.47999999956;63096.98999999981
2008;Q1 2008;Jan 2008;13:00;merchandise;191325.46999999814;107713.27000000006
2008;Q1 2008;Jan 2008;19:00;merchandise;119401.01999999952;66554.2699999999
2008;Q1 2008;Jan 2008;20:00;merchandise;28626.630000000012;15870.05
2007;Q2 2007;Jun 2007;09:00;merchandise;12866.74999999998;6364.140000000004
2007;Q2 2007;Jun 2007;12:00;merchandise;107769.29999999903;55958.83999999994
2007;Q2 2007;Jun 2007;19:00;merchandise;79295.56000000006;41371.91999999993
2007;Q2 2007;Jun 2007;20:00;merchandise;26695.36000000006;14105.599999999988
2007;Q3 2007;Jul 2007;09:00;merchandise;15127.309999999978;6243.440000000003
2007;Q3 2007;Jul 2007;10:00;merchandise;57703.800000000236;31926.47999999999
2007;Q4 2007;Oct 2007;20:00;merchandise;18452.029999999988;9341.89999999999
2007;Q2 2007;Jun 2007;23:00;merchandise;1583.9000000000003;865.34
2007;Q2 2007;Jun 2007;21:00;merchandise;10266.48999999999;5638.510000000003
2007;Q4 2007;Dec 2007;20:00;merchandise;85998.06000000013;42855.16999999997
2007;Q2 2007;Jun 2007;22:00;merchandise;7493.069999999998;4276.850000000002
2008;Q2 2008;Apr 2008;17:00;merchandise;21132.859999999997;11803.789999999997
2007;Q2 2007;May 2007;19:00;merchandise;78178.85000000005;48335.280000000064
2008;Q1 2008;Mar 2008;17:00;merchandise;127411.55999999914;69698.43000000005
2008;Q1 2008;Mar 2008;15:00;merchandise;146845.0799999987;76551.1100000005
2008;Q1 2008;Mar 2008;13:00;merchandise;133725.41999999937;69083.11999999992
2007;Q1 2007;Mar 2007;11:00;merchandise;102495.48999999983;54444.01999999995
2007;Q1 2007;Mar 2007;16:00;merchandise;182458.09999999744;95462.88999999975
2007;Q4 2007;Oct 2007;10:00;merchandise;50675.82000000017;25767.319999999945
2007;Q2 2007;Apr 2007;15:00;merchandise;126966.98999999888;66058.3799999997
2008;Q1 2008;Mar 2008;11:00;merchandise;84034.57000000002;42058.529999999904
2007;Q1 2007;Feb 2007;20:00;merchandise;25181.450000000048;13933.09999999999
2008;Q1 2008;Mar 2008;09:00;merchandise;10868.49999999999;5406.770000000002
2008;Q1 2008;Mar 2008;10:00;merchandise;55649.61000000018;29957.880000000005
2007;Q3 2007;Jul 2007;03:00;merchandise;949.6999999999999;401.97
2007;Q3 2007;Jul 2007;01:00;merchandise;456.56;186.42000000000002
2007;Q3 2007;Jul 2007;23:00;merchandise;776.5899999999999;380.31999999999994
2007;Q1 2007;Feb 2007;09:00;merchandise;10631.169999999986;5252.960000000001
2007;Q2 2007;Apr 2007;20:00;merchandise;18478.61999999997;9095.28
2007;Q4 2007;Oct 2007;09:00;merchandise;15670.659999999978;7710.869999999999
2007;Q1 2007;Mar 2007;21:00;merchandise;7365.799999999999;4889.25
2007;Q1 2007;Mar 2007;20:00;merchandise;29496.48000000004;16228.739999999994
2007;Q4 2007;Oct 2007;22:00;merchandise;3590.5799999999995;1747.8200000000002
2008;Q1 2008;Jan 2008;10:00;merchandise;54376.63000000031;27013.459999999974
2007;Q2 2007;May 2007;21:00;merchandise;10053.779999999997;8248.28
2008;Q1 2008;Jan 2008;09:00;merchandise;8809.419999999993;4805.8600000000015
2007;Q4 2007;Dec 2007;09:00;merchandise;31432.450000000023;16641.790000000008
2007;Q4 2007;Dec 2007;21:00;merchandise;53115.40000000007;29507.139999999992
2007;Q4 2007;Nov 2007;22:00;merchandise;4752.31;2722.9700000000007
2007;Q4 2007;Nov 2007;10:00;merchandise;58123.43000000024;32003.769999999895
2007;Q4 2007;Dec 2007;23:00;merchandise;3076.3200000000006;1433.26
2007;Q4 2007;Nov 2007;20:00;merchandise;33647.57000000007;17241.989999999994
2007;Q4 2007;Nov 2007;21:00;merchandise;6455.339999999997;3069.690000000001
2008;Q1 2008;Feb 2008;11:00;merchandise;92941.7299999999;50533.31999999983
2008;Q1 2008;Feb 2008;13:00;merchandise;156242.83999999866;82656.4600000004
2008;Q1 2008;Feb 2008;15:00;merchandise;208343.23999999784;112359.71000000038
2008;Q1 2008;Feb 2008;18:00;merchandise;119736.54999999964;66612.4099999999
2008;Q1 2008;Feb 2008;12:00;merchandise;109918.98000000004;58816.370000000294
2007;Q4 2007;Dec 2007;22:00;merchandise;9353.199999999997;4937.13
2008;Q2 2008;Apr 2008;13:00;merchandise;10937.549999999994;5460.770000000002
2008;Q2 2008;Apr 2008;11:00;merchandise;9552.219999999992;4938.5599999999995
2008;Q2 2008;Apr 2008;18:00;merchandise;12124.39999999999;5820.840000000001
2008;Q2 2008;Apr 2008;16:00;merchandise;24671.89000000001;13487.299999999994
2008;Q2 2008;Apr 2008;14:00;merchandise;18866.99;10177.249999999993
2008;Q1 2008;Feb 2008;09:00;merchandise;12405.72999999999;6759.310000000001
2008;Q1 2008;Feb 2008;20:00;merchandise;24703.210000000017;13280.929999999995
2008;Q1 2008;Feb 2008;21:00;merchandise;4395.430000000001;2520.3099999999995
2008;Q2 2008;Apr 2008;12:00;merchandise;10438.459999999995;5966.089999999999
2008;Q2 2008;Apr 2008;10:00;merchandise;3882.3800000000006;1980.8200000000002
2007;Q3 2007;Sep 2007;19:00;merchandise;76519.46000000005;40236.18999999984
2007;Q2 2007;Jun 2007;00:00;merchandise;1125.8600000000001;562.0300000000001
2007;Q4 2007;Nov 2007;09:00;merchandise;12105.019999999986;5849.9800000000005
2007;Q3 2007;Aug 2007;20:00;merchandise;37078.73000000009;21517.449999999986
2007;Q1 2007;Jan 2007;10:00;merchandise;54623.390000000276;28440.40999999993
2007;Q1 2007;Jan 2007;21:00;merchandise;7721.129999999994;4148.32
2007;Q1 2007;Jan 2007;22:00;merchandise;4590.09;2578.78
2007;Q3 2007;Sep 2007;09:00;merchandise;15206.319999999972;9506.359999999993
2008;Q1 2008;Mar 2008;21:00;merchandise;2376.21;1243.38
2007;Q2 2007;Apr 2007;21:00;merchandise;3867.840000000002;1944.230000000001
2006;Q4 2006;Oct 2006;20:00;merchandise;22940.530000000053;12034.449999999932
2006;Q3 2006;Aug 2006;09:00;merchandise;10803.809999999981;5536.280000000001
2006;Q3 2006;Aug 2006;00:00;merchandise;1222.7200000000003;464.33999999999975
2006;Q3 2006;Aug 2006;22:00;merchandise;6241.059999999994;2585.3700000000053
2006;Q4 2006;Oct 2006;09:00;merchandise;12045.499999999976;5706.869999999988
2006;Q3 2006;Aug 2006;10:00;merchandise;45546.11000000031;20811.59000000033
2006;Q4 2006;Nov 2006;09:00;merchandise;12552.219999999978;6464.66
2006;Q3 2006;Jul 2006;21:00;merchandise;13665.939999999975;6878.7999999999665
2006;Q3 2006;Jul 2006;23:00;merchandise;1306.1599999999999;697.59
2007;Q1 2007;Jan 2007;20:00;merchandise;39296.6600000001;21560.920000000016
2006;Q3 2006;Aug 2006;23:00;merchandise;2675.6000000000013;1266.4600000000016
2006;Q4 2006;Dec 2006;23:00;merchandise;5543.490000000001;2829.49
2006;Q4 2006;Dec 2006;22:00;merchandise;14121.929999999988;7501.069999999997
2006;Q3 2006;Jul 2006;08:00;merchandise;1369.5000000000002;725.9499999999999
2006;Q4 2006;Oct 2006;22:00;merchandise;4587.439999999997;2329.7300000000037
2006;Q3 2006;Aug 2006;08:00;merchandise;832.9399999999998;378.3499999999999
2006;Q4 2006;Oct 2006;21:00;merchandise;9647.21999999999;5627.2499999999845
2006;Q4 2006;Nov 2006;21:00;merchandise;6345.299999999992;3575.130000000001
2006;Q4 2006;Nov 2006;22:00;merchandise;5661.829999999996;3528.189999999999
2006;Q3 2006;Jul 2006;22:00;merchandise;7885.84999999999;3963.9600000000046
2006;Q2 2006;Jun 2006;21:00;merchandise;14844.029999999988;9253.540000000008
2006;Q3 2006;Sep 2006;20:00;merchandise;4198.100000000002;1862.5700000000031
2006;Q3 2006;Sep 2006;11:00;merchandise;11757.99999999998;5668.679999999964
2006;Q3 2006;Sep 2006;10:00;merchandise;6648.009999999991;3237.010000000003
2006;Q3 2006;Sep 2006;22:00;merchandise;1447.0100000000002;685.5100000000001
2006;Q3 2006;Sep 2006;09:00;merchandise;2564.950000000001;1211.520000000001
2006;Q2 2006;Jun 2006;23:00;merchandise;2160.6600000000008;1083.17
2008;Q1 2008;Feb 2008;22:00;merchandise;2981.26;1711.8200000000002
2007;Q1 2007;Mar 2007;22:00;merchandise;3679.570000000001;1958.8400000000006
2007;Q3 2007;Sep 2007;20:00;merchandise;27650.950000000015;15950.349999999995
2007;Q2 2007;May 2007;09:00;merchandise;10854.329999999989;6507.450000000005
2007;Q2 2007;Apr 2007;22:00;merchandise;2605.610000000001;1490.4100000000005
2007;Q2 2007;May 2007;01:00;merchandise;509.9;0.0
2007;Q4 2007;Oct 2007;21:00;merchandise;9090.64;4899.670000000002
2007;Q2 2007;May 2007;08:00;merchandise;776.37;377.21000000000004
2007;Q3 2007;Aug 2007;08:00;merchandise;806.17;338.1
2007;Q3 2007;Sep 2007;01:00;merchandise;426.56000000000006;199.41000000000003
2008;Q1 2008;Jan 2008;21:00;merchandise;5955.389999999999;3135.8500000000004
2007;Q1 2007;Feb 2007;21:00;merchandise;7728.0999999999985;4680.380000000001
2007;Q3 2007;Sep 2007;22:00;merchandise;1742.1100000000001;822.6099999999998
2007;Q4 2007;Dec 2007;08:00;merchandise;3266.86;2037.2900000000002
2007;Q3 2007;Aug 2007;22:00;merchandise;9358.289999999997;5963.180000000001
2007;Q4 2007;Oct 2007;08:00;merchandise;1769.4;840.8699999999999
2007;Q3 2007;Aug 2007;21:00;merchandise;7194.7199999999975;4378.080000000003
2007;Q3 2007;Aug 2007;02:00;merchandise;919.6;237.44000000000003
2007;Q1 2007;Feb 2007;22:00;merchandise;2907.3700000000003;1597.77
2006;Q1 2006;Jan 2006;15:00;merchandise;199.8;0.0
2008;Q2 2008;Apr 2008;09:00;merchandise;469.49;229.70999999999998
2008;Q1 2008;Feb 2008;08:00;merchandise;824.4799999999999;334.16
2007;Q2 2007;Apr 2007;08:00;merchandise;516.16;239.54
2006;Q3 2006;Sep 2006;21:00;merchandise;1169.3100000000004;648.0799999999996
2006;Q1 2006;Jan 2006;16:00;merchandise;309.8;140.0
2006;Q1 2006;Jan 2006;14:00;merchandise;599.6;0.0
2006;Q2 2006;Jun 2006;22:00;merchandise;4898.199999999999;2898.3900000000053
2006;Q4 2006;Nov 2006;08:00;merchandise;1150.48;486.23999999999995
2008;Q2 2008;Apr 2008;12:00;skandinavisk;15448.199999999972;8390.790000000005
2007;Q4 2007;Oct 2007;10:00;skandinavisk;195391.74999999572;105589.87000000046
2006;Q4 2006;Dec 2006;19:00;skandinavisk;578363.9000000372;303391.36000000825
2006;Q3 2006;Jul 2006;15:00;skandinavisk;68621.8300000003;36220.759999999995
2006;Q4 2006;Oct 2006;18:00;skandinavisk;151242.37999999715;86046.3299999995
2006;Q3 2006;Aug 2006;09:00;skandinavisk;9184.49999999999;4655.1900000000005
2007;Q4 2007;Dec 2007;20:00;skandinavisk;174612.85999999658;93129.78999999915
2007;Q2 2007;May 2007;21:00;dance;1441.6200000000001;763.59
2008;Q1 2008;Jan 2008;19:00;dance;43575.04000000022;23088.329999999976
2007;Q2 2007;Apr 2007;12:00;dance;22499.34000000002;11317.960000000001
2006;Q3 2006;Aug 2006;10:00;games;107730.18999999955;55260.550000000025
2006;Q3 2006;Sep 2006;13:00;games;49249.84000000015;25705.27
2007;Q3 2007;Aug 2007;09:00;games;28521.940000000024;15756.190000000006
2007;Q3 2007;Jul 2007;18:00;dance;45831.79000000021;24641.11999999999
2007;Q2 2007;May 2007;19:00;budget;50.0;41.58
2007;Q1 2007;Mar 2007;12:00;budget;129.9;53.91
2008;Q1 2008;Feb 2008;13:00;singles;1012.7199999999997;1888.0299999999997
2007;Q1 2007;Feb 2007;15:00;international;1619.1000000000004;1065.67
2007;Q4 2007;Nov 2007;12:00;skandinavisk;341955.08000000485;181910.15000000288
2007;Q4 2007;Oct 2007;19:00;skandinavisk;158287.92999999705;86059.09000000004
2007;Q4 2007;Oct 2007;14:00;skandinavisk;367408.0900000091;198517.16999999827
2007;Q2 2007;May 2007;10:00;dance;8408.009999999991;4463.88
2006;Q3 2006;Aug 2006;04:00;dvd/video;1019.5999999999999;0.0
2007;Q4 2007;Nov 2007;19:00;skandinavisk;160534.01999999708;86028.85999999967
2007;Q3 2007;Aug 2007;15:00;skandinavisk;166801.8799999967;90313.05999999988
2006;Q4 2006;Dec 2006;10:00;skandinavisk;634764.9800000458;329851.3000000102
2007;Q2 2007;Apr 2007;19:00;skandinavisk;24690.700000000048;13699.749999999995
2008;Q2 2008;Apr 2008;19:00;skandinavisk;6029.819999999997;3495.210000000001
2007;Q2 2007;Apr 2007;11:00;skandinavisk;58012.91000000034;31124.29999999997
2007;Q2 2007;Apr 2007;10:00;skandinavisk;36968.150000000154;19319.909999999974
2007;Q4 2007;Oct 2007;12:00;skandinavisk;363086.0700000082;194836.6299999979
2008;Q2 2008;Apr 2008;10:00;skandinavisk;6475.409999999996;3521.6500000000005
2008;Q2 2008;Apr 2008;14:00;skandinavisk;19285.699999999997;10925.880000000001
2007;Q4 2007;Nov 2007;10:00;skandinavisk;167191.16999999678;88323.66999999963
2006;Q4 2006;Dec 2006;09:00;skandinavisk;119648.85999999852;62485.489999999634
2007;Q4 2007;Nov 2007;17:00;skandinavisk;281033.6199999962;149469.88000000056
2007;Q1 2007;Feb 2007;21:00;skandinavisk;1359.4;1387.49
2006;Q4 2006;Nov 2006;20:00;skandinavisk;48299.07000000025;26386.33000000011
2006;Q3 2006;Sep 2006;12:00;skandinavisk;11443.999999999985;5896.770000000004
2006;Q4 2006;Dec 2006;21:00;dance;11647.479999999985;6721.439999999999
2006;Q3 2006;Aug 2006;16:00;dance;18683.759999999995;9673.510000000004
2006;Q3 2006;Aug 2006;14:00;dance;24685.22000000005;11946.660000000014
2007;Q4 2007;Nov 2007;18:00;dance;25621.12000000004;13814.339999999978
2007;Q1 2007;Feb 2007;11:00;dance;16670.069999999974;10040.58
2007;Q3 2007;Aug 2007;15:00;dance;47740.250000000255;25764.62
2006;Q3 2006;Jul 2006;10:00;dance;11265.719999999987;5876.390000000001
2006;Q3 2006;Aug 2006;10:00;dance;6423.519999999997;3169.219999999999
2006;Q3 2006;Aug 2006;12:00;dance;17527.219999999983;8839.030000000002
2007;Q3 2007;Jul 2007;21:00;dance;4986.719999999999;2474.9099999999994
2007;Q2 2007;Jun 2007;21:00;dance;5266.699999999999;2666.96
2006;Q3 2006;Jul 2006;13:00;international;2968.100000000001;1632.1200000000003
2007;Q4 2007;Dec 2007;14:00;klassisk;281971.5199999964;151247.71000000287
2007;Q1 2007;Feb 2007;13:00;klassisk;5077.0999999999985;2424.75
2007;Q1 2007;Feb 2007;17:00;budget;70.0;40.95
2007;Q1 2007;Mar 2007;13:00;jazz/blues;18689.099999999995;10631.829999999993
2008;Q1 2008;Jan 2008;15:00;klassisk;30937.330000000104;16378.850000000008
2007;Q4 2007;Dec 2007;18:00;klassisk;155904.1199999971;82508.81999999979
2008;Q1 2008;Mar 2008;12:00;klassisk;13818.339999999971;9552.579999999994
2006;Q2 2006;Jun 2006;12:00;jazz/blues;2746.4100000000008;1418.04
2006;Q2 2006;Jun 2006;21:00;jazz/blues;647.71;345.09
2007;Q3 2007;Jul 2007;12:00;singles;6647.430000000008;4721.74
2006;Q4 2006;Dec 2006;18:00;budget;80.0;24.42
2006;Q3 2006;Aug 2006;18:00;dance;18748.919999999995;8988.239999999998
2006;Q3 2006;Sep 2006;11:00;dance;4157.300000000001;2299.040000000002
2006;Q3 2006;Aug 2006;11:00;dance;13132.099999999982;6151.840000000001
2007;Q2 2007;Apr 2007;19:00;international;989.4;580.07
2008;Q1 2008;Mar 2008;14:00;international;4826.0;2471.970000000001
2006;Q3 2006;Jul 2006;19:00;international;2048.8000000000006;954.5400000000002
2006;Q3 2006;Jul 2006;21:00;skandinavisk;4272.3200000000015;2435.96
2006;Q2 2006;Jun 2006;21:00;skandinavisk;2667.1900000000005;1405.3
2007;Q2 2007;Jun 2007;22:00;dance;2288.600000000001;1257.7
2006;Q3 2006;Jul 2006;08:00;pop/rock;7708.389999999994;4352.289999999998
2007;Q4 2007;Nov 2007;01:00;pop/rock;399.4;215.01999999999998
2007;Q3 2007;Sep 2007;02:00;pop/rock;3417.2500000000014;1761.16
2007;Q3 2007;Sep 2007;01:00;pop/rock;3846.7000000000016;2031.4199999999998
2007;Q1 2007;Jan 2007;08:00;dvd/video;1389.8000000000002;732.35
2006;Q2 2006;Jun 2006;09:00;skandinavisk;4924.32;2441.5399999999995
2008;Q1 2008;Mar 2008;17:00;singles;486.61999999999995;976.46
2006;Q4 2006;Nov 2006;19:00;skandinavisk;190425.2999999959;104582.70999999938
2006;Q3 2006;Sep 2006;19:00;skandinavisk;3598.200000000001;1963.8400000000001
2007;Q3 2007;Jul 2007;20:00;skandinavisk;29430.44000000009;15580.459999999994
2006;Q3 2006;Sep 2006;08:00;dvd/video;1569.4;693.98
2007;Q3 2007;Aug 2007;12:00;budget;35.0;78.1
2007;Q1 2007;Feb 2007;14:00;budget;40.0;78.1
2006;Q3 2006;Aug 2006;21:00;games;25610.87000000002;12713.17
2007;Q4 2007;Nov 2007;22:00;games;18266.299999999996;10060.400000000001
2007;Q3 2007;Sep 2007;18:00;klassisk;20471.520000000008;10606.269999999999
2007;Q3 2007;Aug 2007;03:00;pop/rock;2418.4000000000005;825.68
2007;Q2 2007;Jun 2007;12:00;klassisk;3967.5000000000014;1992.5200000000007
2007;Q2 2007;Apr 2007;11:00;klassisk;2268.500000000001;1140.3500000000001
2007;Q3 2007;Aug 2007;19:00;klassisk;12891.499999999982;6695.870000000005
2006;Q3 2006;Jul 2006;20:00;klassisk;1498.9000000000003;480.21000000000004
2006;Q4 2006;Dec 2006;09:00;klassisk;9163.19999999999;4874.649999999996
2007;Q2 2007;May 2007;10:00;klassisk;2308.5000000000005;1260.1999999999998
2007;Q4 2007;Nov 2007;19:00;budget;99.9;30.0
2007;Q1 2007;Mar 2007;11:00;budget;219.9;87.67
2007;Q1 2007;Jan 2007;23:00;skandinavisk;150.0;306.61
2006;Q4 2006;Nov 2006;17:00;dance;34623.20000000014;19082.25000000002
2006;Q3 2006;Sep 2006;16:00;skandinavisk;12533.499999999984;6592.350000000002
2006;Q3 2006;Aug 2006;20:00;skandinavisk;12012.899999999983;6007.660000000003
2007;Q1 2007;Mar 2007;14:00;jazz/blues;23263.14000000004;12955.289999999979
2007;Q2 2007;Apr 2007;19:00;jazz/blues;15473.019999999977;8701.910000000002
2006;Q4 2006;Dec 2006;17:00;jazz/blues;56130.040000000336;30746.250000000015
2006;Q4 2006;Nov 2006;19:00;jazz/blues;27962.68000000007;15030.529999999999
2007;Q3 2007;Sep 2007;16:00;klassisk;31050.100000000108;16274.469999999996
2007;Q3 2007;Jul 2007;23:00;dance;719.4999999999999;517.0
2006;Q4 2006;Oct 2006;11:00;klassisk;2718.2000000000007;1329.09
2008;Q1 2008;Mar 2008;15:00;jazz/blues;12489.139999999983;6765.169999999996
2008;Q1 2008;Jan 2008;11:00;jazz/blues;9043.699999999992;4737.479999999998
2007;Q1 2007;Feb 2007;11:00;jazz/blues;4707.3;2813.959999999999
2008;Q2 2008;Apr 2008;18:00;jazz/blues;1538.9000000000003;705.72
2006;Q4 2006;Nov 2006;18:00;dance;28289.820000000076;16003.28
2006;Q2 2006;Jun 2006;15:00;international;3042.900000000001;1831.2799999999995
2007;Q2 2007;May 2007;19:00;jazz/blues;9482.409999999989;5702.050000000002
2007;Q2 2007;Jun 2007;14:00;jazz/blues;15121.829999999978;8218.630000000005
2006;Q3 2006;Aug 2006;21:00;skandinavisk;5024.719999999999;2477.5299999999997
2006;Q3 2006;Aug 2006;22:00;skandinavisk;3737.8200000000015;1850.4200000000005
2006;Q3 2006;Aug 2006;20:00;games;67645.48000000014;33469.899999999965
2006;Q4 2006;Oct 2006;10:00;games;158945.299999999;88244.82999999973
2006;Q4 2006;Oct 2006;12:00;games;518058.03000001074;252968.79000000082
2006;Q3 2006;Aug 2006;11:00;games;194859.7099999982;98929.58000000003
2006;Q4 2006;Nov 2006;20:00;games;98211.20999999973;53116.23999999999
2006;Q2 2006;Jun 2006;22:00;games;13599.999999999993;7501.920000000002
2006;Q3 2006;Sep 2006;17:00;games;49315.05000000013;25798.510000000017
2006;Q3 2006;Sep 2006;11:00;skandinavisk;9484.79999999999;4965.890000000002
2007;Q3 2007;Sep 2007;22:00;skandinavisk;4407.000000000001;2422.25
2007;Q3 2007;Sep 2007;16:00;skandinavisk;179980.42999999627;97016.97
2007;Q4 2007;Dec 2007;21:00;skandinavisk;67347.83000000034;36153.440000000046
2007;Q4 2007;Nov 2007;18:00;skandinavisk;219970.47999999492;117287.31000000026
2007;Q3 2007;Aug 2007;22:00;skandinavisk;5336.199999999999;2838.1600000000008
2008;Q1 2008;Mar 2008;18:00;singles;243.71;437.2099999999999
2006;Q4 2006;Nov 2006;17:00;klassisk;7580.099999999993;3587.139999999998
2008;Q1 2008;Feb 2008;17:00;international;13321.69999999998;6874.800000000001
2007;Q2 2007;May 2007;15:00;international;3922.8000000000015;2140.6900000000005
2007;Q1 2007;Feb 2007;19:00;dance;18156.419999999987;10485.200000000003
2006;Q4 2006;Oct 2006;20:00;games;71826.40000000008;39302.21999999996
2006;Q3 2006;Aug 2006;09:00;games;15799.899999999987;7283.75
2007;Q1 2007;Mar 2007;09:00;games;39931.00000000006;22087.899999999998
2007;Q1 2007;Mar 2007;21:00;games;12476.599999999995;6672.280000000002
2007;Q2 2007;Apr 2007;22:00;games;8750.919999999998;4549.3
2007;Q2 2007;Apr 2007;11:00;dance;16053.609999999975;8369.349999999999
2007;Q1 2007;Jan 2007;22:00;dance;1484.0000000000002;811.61
