Year;Quarter;Month;Hour;Category;Sales;Cost
2007;Q4 2007;Dec 2007;21:00;budget;30.0;9.2
2006;Q1 2006;Jan 2006;07:00;budget;442.99;0.0
2007;Q3 2007;Jul 2007;18:00;pop/rock;735512.1400000631;393352.8299999988
2007;Q1 2007;Jan 2007;16:00;pop/rock;1246448.1499999969;745860.7999999915
2007;Q3 2007;Sep 2007;15:00;pop/rock;783174.1700000797;413055.6499999911
2007;Q1 2007;Jan 2007;18:00;pop/rock;825294.8300000773;489530.73000000214
2007;Q1 2007;Mar 2007;14:00;pop/rock;960020.3100000932;516916.4200000021
2007;Q2 2007;Jun 2007;15:00;pop/rock;1050916.950000104;567978.1699999983
2007;Q1 2007;Mar 2007;09:00;pop/rock;94306.81999999934;50465.239999999845
2007;Q1 2007;Mar 2007;18:00;pop/rock;658227.9800000512;354861.4400000056
2007;Q1 2007;Mar 2007;11:00;pop/rock;661452.440000051;354072.320000005
2007;Q1 2007;Jan 2007;12:00;pop/rock;1030056.750000106;596891.2199999989
2006;Q4 2006;Dec 2006;17:00;pop/rock;3511237.1199986846;1880389.3099999195
2006;Q4 2006;Dec 2006;18:00;pop/rock;2799987.709999102;1496649.629999989
2006;Q4 2006;Oct 2006;13:00;pop/rock;1222416.1800000013;673899.1999999804
2006;Q4 2006;Oct 2006;14:00;pop/rock;1232428.069999996;679295.7799999805
2006;Q4 2006;Oct 2006;16:00;pop/rock;1198867.7600000177;664029.6399999785
2006;Q4 2006;Oct 2006;17:00;pop/rock;1074872.5500000957;591153.2399999797
2006;Q4 2006;Nov 2006;19:00;pop/rock;777391.2700000678;422078.1500000087
2006;Q4 2006;Oct 2006;12:00;pop/rock;1032176.8100001065;567766.4299999846
2006;Q4 2006;Oct 2006;18:00;pop/rock;838185.0100000807;463812.290000012
2006;Q4 2006;Dec 2006;12:00;pop/rock;3916543.349998421;2027839.5999999004
2006;Q3 2006;Jul 2006;14:00;pop/rock;1810492.839999669;986442.9699999711
2006;Q4 2006;Dec 2006;10:00;pop/rock;1932389.5399996086;1028924.3299999789
2006;Q3 2006;Aug 2006;20:00;pop/rock;240084.22999999445;127578.77000000021
2006;Q3 2006;Aug 2006;14:00;pop/rock;1330740.6899999497;712350.5899999723
2006;Q3 2006;Aug 2006;19:00;pop/rock;747735.3200000657;405168.4400000057
2006;Q3 2006;Aug 2006;16:00;pop/rock;1240461.1899999974;652999.9199999763
2006;Q4 2006;Dec 2006;16:00;pop/rock;4091969.5299983346;2196032.049999931
2006;Q4 2006;Oct 2006;22:00;pop/rock;39681.640000000174;21569.459999999995
2006;Q4 2006;Dec 2006;15:00;pop/rock;4503870.119998964;2406334.2399999746
2006;Q4 2006;Oct 2006;15:00;pop/rock;1250023.4699999893;689489.499999981
2006;Q4 2006;Oct 2006;11:00;pop/rock;821497.3300000781;452969.33000001113
2006;Q4 2006;Oct 2006;09:00;pop/rock;110239.7399999987;59773.15999999981
2006;Q4 2006;Oct 2006;20:00;pop/rock;193919.51999999577;107025.5799999998
2006;Q3 2006;Jul 2006;12:00;pop/rock;1627278.959999778;884985.4399999579
2006;Q4 2006;Nov 2006;13:00;pop/rock;1491926.159999852;800341.4599999314
2006;Q3 2006;Aug 2006;12:00;pop/rock;1159577.9700000498;623063.3399999778
2006;Q3 2006;Aug 2006;18:00;pop/rock;915975.2700000891;491703.22999999736
2006;Q3 2006;Aug 2006;13:00;pop/rock;1368786.2399999273;732421.599999971
2006;Q4 2006;Nov 2006;20:00;pop/rock;227553.00999999495;123050.81000000086
2006;Q4 2006;Oct 2006;19:00;pop/rock;642665.1800000503;355514.9800000117
2006;Q4 2006;Nov 2006;15:00;pop/rock;1524723.7699998377;822319.1199999297
2006;Q4 2006;Nov 2006;23:00;pop/rock;4558.52;2377.4300000000003
2006;Q4 2006;Nov 2006;12:00;pop/rock;1367041.199999934;735320.0799999683
2006;Q4 2006;Nov 2006;16:00;pop/rock;1477370.5799998685;787102.9799999432
2006;Q4 2006;Dec 2006;14:00;pop/rock;4600392.68999915;2467505.170000016
2006;Q3 2006;Aug 2006;15:00;pop/rock;1372817.0399999202;712033.2299999688
2006;Q3 2006;Aug 2006;10:00;pop/rock;564662.7900000346;292908.6400000038
2006;Q4 2006;Oct 2006;10:00;pop/rock;463314.520000024;256365.4600000014
2006;Q4 2006;Nov 2006;17:00;pop/rock;1346417.4899999462;718747.7499999821
2006;Q4 2006;Nov 2006;14:00;pop/rock;1533413.9499998312;824540.5699999244
2006;Q3 2006;Jul 2006;20:00;pop/rock;315083.1700000011;165899.35000000134
2006;Q3 2006;Aug 2006;17:00;pop/rock;1096268.370000086;589502.3799999886
2006;Q3 2006;Aug 2006;11:00;pop/rock;903792.0300000887;484104.65999999805
2006;Q4 2006;Nov 2006;09:00;pop/rock;130625.66999999806;69460.31999999969
2006;Q3 2006;Jul 2006;13:00;pop/rock;1838174.0499996545;988185.3699999641
2006;Q4 2006;Dec 2006;11:00;pop/rock;3052865.0699989493;1625573.3799999927
2006;Q4 2006;Nov 2006;11:00;pop/rock;1110259.9800000803;591856.3699999868
2006;Q4 2006;Nov 2006;10:00;pop/rock;668219.1400000533;340939.4400000003
2006;Q4 2006;Nov 2006;21:00;pop/rock;59048.2000000003;30719.96000000003
2006;Q3 2006;Aug 2006;21:00;pop/rock;104170.72999999899;53406.8899999999
2006;Q3 2006;Jul 2006;18:00;pop/rock;1014384.2400001046;550862.929999986
2006;Q3 2006;Aug 2006;08:00;pop/rock;6354.809999999996;3431.4100000000008
2006;Q3 2006;Jul 2006;15:00;pop/rock;1712164.1199997275;936073.5499999648
2006;Q2 2006;Jun 2006;19:00;pop/rock;583147.08000004;327228.6599999957
2006;Q2 2006;Jun 2006;11:00;pop/rock;694992.820000057;383797.57999999775
2006;Q2 2006;Jun 2006;14:00;pop/rock;999384.8900001027;554927.9799999865
2006;Q2 2006;Jun 2006;13:00;pop/rock;967753.8000000976;536267.659999992
2006;Q3 2006;Jul 2006;09:00;pop/rock;180134.52999999624;98622.75000000028
2006;Q3 2006;Sep 2006;14:00;pop/rock;200631.79999999556;106490.44000000024
2006;Q3 2006;Sep 2006;13:00;pop/rock;192392.12999999576;103742.23999999995
2006;Q3 2006;Sep 2006;12:00;pop/rock;168646.20999999676;91622.07999999967
2006;Q3 2006;Sep 2006;11:00;pop/rock;132796.929999998;74204.22999999992
2006;Q4 2006;Nov 2006;18:00;pop/rock;1046815.7600001061;571379.1999999918
2006;Q3 2006;Sep 2006;19:00;pop/rock;97456.84999999928;54631.5899999997
2006;Q3 2006;Sep 2006;17:00;pop/rock;153716.21999999727;84448.79999999973
2006;Q4 2006;Dec 2006;13:00;pop/rock;4181637.3599982937;2230822.2499999707
2006;Q2 2006;Jun 2006;15:00;pop/rock;969043.1300000984;538646.7699999921
2006;Q3 2006;Aug 2006;09:00;pop/rock;127223.66999999815;67889.48999999999
2007;Q1 2007;Jan 2007;14:00;pop/rock;1288774.979999973;763682.210000002
2007;Q1 2007;Jan 2007;17:00;pop/rock;1071496.1200000977;646461.47999999
2007;Q1 2007;Jan 2007;13:00;pop/rock;1216150.4200000172;712690.3599999892
2007;Q1 2007;Jan 2007;11:00;pop/rock;757789.6000000673;440655.4800000028
2007;Q1 2007;Jan 2007;10:00;pop/rock;423234.3900000162;244498.10000000166
2006;Q2 2006;Jun 2006;17:00;pop/rock;801968.2800000723;446104.7099999978
2006;Q2 2006;Jun 2006;16:00;pop/rock;940163.6100000945;521089.8599999927
2006;Q4 2006;Dec 2006;19:00;pop/rock;2117057.319999497;1135862.3999999263
2006;Q2 2006;Jun 2006;21:00;pop/rock;97870.53999999902;57849.549999999836
2006;Q2 2006;Jun 2006;10:00;pop/rock;452781.97000001994;250426.08000000357
2006;Q2 2006;Jun 2006;12:00;pop/rock;869149.5400000821;480318.3999999935
2006;Q3 2006;Sep 2006;10:00;pop/rock;75666.34000000004;41062.43999999982
2006;Q3 2006;Sep 2006;21:00;pop/rock;12154.899999999987;6542.88
2006;Q3 2006;Sep 2006;18:00;pop/rock;113052.60999999872;62638.439999999726
2006;Q3 2006;Sep 2006;16:00;pop/rock;185382.61999999598;100661.45000000011
2006;Q4 2006;Dec 2006;22:00;pop/rock;127772.3999999982;66793.95000000003
2006;Q3 2006;Jul 2006;17:00;pop/rock;1310880.8599999594;708050.9699999669
2006;Q4 2006;Oct 2006;21:00;pop/rock;50936.51000000025;27438.74
2007;Q1 2007;Mar 2007;13:00;pop/rock;938250.93000009;502097.5100000043
2007;Q1 2007;Feb 2007;15:00;pop/rock;1073550.5000000964;591090.089999991
2007;Q3 2007;Sep 2007;16:00;pop/rock;715842.7000000664;378912.87999999145
2007;Q4 2007;Oct 2007;14:00;pop/rock;1166802.500000049;624607.9299999769
2007;Q2 2007;Apr 2007;10:00;pop/rock;295708.46999999817;159321.78000000003
2007;Q2 2007;Apr 2007;11:00;pop/rock;452418.4800000221;243663.09000000264
2008;Q1 2008;Feb 2008;14:00;pop/rock;870564.5300000818;463333.45000000077
2007;Q2 2007;Apr 2007;12:00;pop/rock;604070.4900000434;325665.2900000026
2007;Q1 2007;Feb 2007;13:00;pop/rock;1004420.5700001012;552925.9999999882
2007;Q2 2007;May 2007;12:00;pop/rock;610143.230000045;338662.01000000583
2007;Q1 2007;Feb 2007;14:00;pop/rock;1074647.1600000963;598702.0799999922
2007;Q1 2007;Feb 2007;10:00;pop/rock;368675.3400000083;205242.71000000046
2007;Q1 2007;Feb 2007;12:00;pop/rock;844541.2900000782;462636.65999999567
2007;Q1 2007;Mar 2007;12:00;pop/rock;820437.3100000757;441120.4200000064
2007;Q1 2007;Mar 2007;17:00;pop/rock;845974.680000078;460053.46000000584
2007;Q2 2007;Apr 2007;14:00;pop/rock;668973.0000000531;364554.49000000145
2007;Q2 2007;Apr 2007;19:00;pop/rock;320766.3500000021;175530.29000000103
2007;Q3 2007;Aug 2007;13:00;pop/rock;841470.0900000895;440166.8100000031
2008;Q1 2008;Jan 2008;17:00;budget;214.8;99.97000000000001
2007;Q1 2007;Jan 2007;12:00;budget;60.0;15.15
2006;Q4 2006;Oct 2006;18:00;budget;114.9;61.31999999999999
2006;Q4 2006;Dec 2006;13:00;budget;15.0;4.6
2007;Q2 2007;Jun 2007;15:00;budget;75.0;4.6
2006;Q3 2006;Jul 2006;14:00;budget;329.8;153.45
2006;Q4 2006;Dec 2006;21:00;budget;50.0;4.609999999999999
2008;Q1 2008;Feb 2008;16:00;pop/rock;813127.6900000732;432593.5400000011
2006;Q3 2006;Jul 2006;13:00;budget;294.9;61.3
2007;Q4 2007;Dec 2007;14:00;pop/rock;3751052.949998561;1963278.0299999157
2007;Q3 2007;Sep 2007;18:00;budget;35.0;83.61
2007;Q3 2007;Sep 2007;14:00;budget;50.0;8.83
2006;Q3 2006;Jul 2006;18:00;dvd/video;1091897.2100000358;519690.68000000005
2007;Q1 2007;Feb 2007;19:00;budget;199.9;118.94
2007;Q4 2007;Oct 2007;14:00;budget;75.0;26.759999999999998
2008;Q1 2008;Jan 2008;13:00;budget;134.9;24.6
2008;Q1 2008;Feb 2008;15:00;budget;279.8;60.73
2006;Q4 2006;Nov 2006;16:00;budget;149.9;94.47
2006;Q4 2006;Dec 2006;15:00;budget;219.8;49.75
2006;Q4 2006;Oct 2006;15:00;budget;149.9;18.2
2006;Q4 2006;Nov 2006;14:00;budget;29.9;4.6
2006;Q4 2006;Dec 2006;17:00;budget;199.8;97.25
2007;Q1 2007;Jan 2007;09:00;budget;99.9;4.6
2006;Q4 2006;Nov 2006;17:00;budget;149.9;90.92999999999999
2008;Q1 2008;Mar 2008;15:00;budget;29.9;4.6
2007;Q3 2007;Sep 2007;19:00;budget;29.9;4.6
2008;Q1 2008;Jan 2008;12:00;pop/rock;855487.0400000771;440653.4100000147
2007;Q3 2007;Jul 2007;15:00;pop/rock;1296760.3999999736;697952.3399999825
2007;Q1 2007;Feb 2007;16:00;pop/rock;1023949.3200001025;567823.9299999874
2007;Q2 2007;Apr 2007;17:00;pop/rock;506912.78000002925;276593.4500000031
2007;Q1 2007;Feb 2007;20:00;pop/rock;157270.62999999707;87765.2500000001
2007;Q1 2007;Feb 2007;09:00;pop/rock;85808.38999999971;47092.84999999994
2007;Q2 2007;Apr 2007;13:00;pop/rock;644586.0100000495;349826.610000002
2007;Q3 2007;Jul 2007;17:00;pop/rock;938055.5600000945;503193.569999994
2006;Q4 2006;Dec 2006;20:00;pop/rock;1187156.4700000319;635965.0099999917
2006;Q3 2006;Jul 2006;19:00;pop/rock;808550.0500000762;422619.41999999515
2006;Q3 2006;Jul 2006;16:00;pop/rock;1508890.689999847;825399.1699999558
2006;Q3 2006;Jul 2006;10:00;pop/rock;719069.2300000606;394452.65999999817
2006;Q3 2006;Jul 2006;11:00;pop/rock;1239314.5799999994;672932.5999999766
2006;Q3 2006;Aug 2006;02:00;pop/rock;4107.4000000000015;1403.5199999999998
2006;Q3 2006;Aug 2006;23:00;pop/rock;18724.969999999998;7909.240000000001
2006;Q2 2006;Jun 2006;09:00;pop/rock;114523.49999999865;62737.37000000005
2006;Q3 2006;Sep 2006;09:00;pop/rock;17938.04999999999;9567.160000000002
2006;Q3 2006;Jul 2006;22:00;pop/rock;78419.63999999991;43075.479999999916
2006;Q3 2006;Jul 2006;21:00;pop/rock;113828.06999999857;61807.479999999865
2006;Q2 2006;Jun 2006;18:00;pop/rock;720430.2600000612;403529.30000000173
2006;Q2 2006;Jun 2006;20:00;pop/rock;196242.46999999555;109872.12000000088
2006;Q3 2006;Aug 2006;22:00;pop/rock;61556.07000000034;29384.58
2006;Q3 2006;Sep 2006;20:00;pop/rock;27522.660000000076;15491.639999999989
2006;Q3 2006;Sep 2006;15:00;pop/rock;192631.48999999583;103812.47999999979
2007;Q1 2007;Feb 2007;19:00;pop/rock;498177.2100000273;277066.51000000065
2007;Q2 2007;Apr 2007;18:00;pop/rock;402111.93000001396;220300.67000000246
2007;Q4 2007;Dec 2007;17:00;pop/rock;2802123.829999112;1466641.6299999505
2007;Q3 2007;Aug 2007;17:00;pop/rock;658621.3500000567;345946.00000000437
2008;Q1 2008;Jan 2008;14:00;pop/rock;1006489.9500000996;516441.94000001706
2007;Q1 2007;Mar 2007;15:00;pop/rock;998680.1000000989;539760.7100000033
2007;Q4 2007;Oct 2007;10:00;pop/rock;480414.9800000229;257285.42000000726
2007;Q4 2007;Nov 2007;19:00;pop/rock;630355.5100000442;329464.1900000095
2007;Q3 2007;Aug 2007;16:00;pop/rock;773864.1400000786;410254.98000000254
2007;Q2 2007;May 2007;14:00;pop/rock;728360.3000000617;405593.03000000695
2007;Q2 2007;Apr 2007;20:00;pop/rock;110361.49999999869;59526.64999999975
2007;Q3 2007;Sep 2007;12:00;pop/rock;665962.6800000548;349271.6799999936
2007;Q4 2007;Dec 2007;17:00;international;11910.439999999986;5821.059999999997
2007;Q2 2007;Jun 2007;12:00;international;3807.5000000000014;2002.6600000000008
2008;Q1 2008;Jan 2008;16:00;skandinavisk;151528.25999999748;79939.96999999897
2008;Q1 2008;Jan 2008;12:00;skandinavisk;185197.6499999963;96498.71999999891
2007;Q4 2007;Dec 2007;12:00;skandinavisk;727992.3600000594;386006.12000000593
2007;Q4 2007;Dec 2007;11:00;skandinavisk;606805.4300000422;322544.2200000048
2008;Q1 2008;Mar 2008;12:00;skandinavisk;143505.61999999767;78432.94000000019
2007;Q4 2007;Dec 2007;16:00;skandinavisk;691142.6900000544;368970.7800000031
2008;Q1 2008;Mar 2008;16:00;skandinavisk;114461.83999999873;62350.39000000008
2008;Q1 2008;Jan 2008;18:00;skandinavisk;103032.2399999991;54174.579999999434
2008;Q1 2008;Jan 2008;11:00;skandinavisk;153474.43999999735;81126.19999999886
2008;Q1 2008;Jan 2008;17:00;skandinavisk;137233.19999999795;72475.82999999914
2008;Q1 2008;Jan 2008;19:00;skandinavisk;75426.30000000005;39361.8599999999
2008;Q1 2008;Jan 2008;13:00;skandinavisk;193033.40999999602;101391.33999999892
2008;Q1 2008;Jan 2008;10:00;skandinavisk;88610.51999999961;46297.90999999967
2007;Q4 2007;Dec 2007;17:00;skandinavisk;581440.9300000387;310141.83000000357
2008;Q1 2008;Mar 2008;15:00;skandinavisk;134128.609999998;72927.47000000006
2007;Q4 2007;Dec 2007;19:00;skandinavisk;335137.51000000397;178567.50000000422
2008;Q1 2008;Jan 2008;15:00;skandinavisk;172647.85999999673;91300.28999999903
2008;Q1 2008;Mar 2008;13:00;skandinavisk;161224.179999997;87801.89000000017
2008;Q1 2008;Feb 2008;12:00;skandinavisk;135256.39999999796;72058.35999999939
2007;Q4 2007;Dec 2007;15:00;skandinavisk;760908.8200000644;406266.36000000447
2007;Q4 2007;Dec 2007;14:00;skandinavisk;819765.1900000746;436180.0000000036
2008;Q1 2008;Feb 2008;15:00;skandinavisk;141766.27999999767;75756.79999999958
2008;Q1 2008;Mar 2008;14:00;skandinavisk;141544.17999999775;77418.00000000009
2008;Q1 2008;Feb 2008;19:00;skandinavisk;58862.66000000036;31869.80000000015
2008;Q1 2008;Feb 2008;14:00;skandinavisk;143107.03999999765;76542.4199999994
2008;Q1 2008;Feb 2008;11:00;skandinavisk;106852.7599999989;56398.299999999486
2008;Q1 2008;Feb 2008;18:00;skandinavisk;77440.94;42114.51999999989
2008;Q1 2008;Jan 2008;14:00;skandinavisk;179275.71999999648;94457.149999999
2008;Q1 2008;Feb 2008;17:00;skandinavisk;111092.42999999879;59776.16999999924
2008;Q1 2008;Mar 2008;10:00;skandinavisk;82714.56999999983;44454.789999999964
2008;Q1 2008;Jan 2008;09:00;skandinavisk;15309.199999999977;7925.7099999999955
2008;Q1 2008;Feb 2008;09:00;skandinavisk;13960.39999999998;7273.15
2008;Q1 2008;Feb 2008;13:00;skandinavisk;148719.21999999747;79026.4999999999
2008;Q1 2008;Feb 2008;10:00;skandinavisk;70509.01000000024;37119.54000000013
2008;Q1 2008;Mar 2008;17:00;skandinavisk;98788.07999999926;54283.72000000002
2008;Q1 2008;Mar 2008;19:00;skandinavisk;50584.6600000003;27595.209999999908
2008;Q1 2008;Feb 2008;20:00;skandinavisk;14877.219999999976;8159.190000000003
2006;Q2 2006;Jun 2006;14:00;skandinavisk;29949.710000000097;15865.240000000025
2006;Q2 2006;Jun 2006;18:00;skandinavisk;20696.01000000001;11160.490000000007
2006;Q2 2006;Jun 2006;16:00;skandinavisk;26531.820000000065;14154.79000000002
2006;Q2 2006;Jun 2006;10:00;skandinavisk;18637.799999999992;9909.000000000005
2006;Q2 2006;Jun 2006;13:00;skandinavisk;33088.08000000012;17342.710000000025
2007;Q2 2007;May 2007;19:00;skandinavisk;27959.200000000077;17685.630000000016
2008;Q1 2008;Jan 2008;20:00;skandinavisk;20855.400000000012;11265.040000000019
2008;Q1 2008;Feb 2008;16:00;skandinavisk;125558.06999999825;66862.48999999913
2007;Q4 2007;Dec 2007;10:00;skandinavisk;421152.78000001644;223150.37000000174
2007;Q4 2007;Dec 2007;18:00;skandinavisk;444008.28000001964;237302.92000000362
2007;Q4 2007;Dec 2007;13:00;skandinavisk;739386.0600000616;394174.92000000394
2007;Q1 2007;Mar 2007;15:00;skandinavisk;113618.17999999867;59094.25
2008;Q1 2008;Mar 2008;18:00;skandinavisk;67707.74000000035;36916.699999999924
2008;Q1 2008;Mar 2008;11:00;skandinavisk;128505.34999999825;69621.95000000026
2007;Q2 2007;Apr 2007;12:00;skandinavisk;64566.2600000004;35531.29999999992
2007;Q2 2007;Apr 2007;09:00;dvd/video;72447.36000000004;34073.32000000002
2007;Q2 2007;May 2007;18:00;dvd/video;764271.4300000302;367251.4199999954
2006;Q3 2006;Sep 2006;20:00;singles;229.7299999999999;259.82
2007;Q3 2007;Jul 2007;18:00;dvd/video;1256725.5399999463;577802.3400000001
2008;Q2 2008;Apr 2008;18:00;dvd/video;168776.18999999823;81525.63000000009
2007;Q2 2007;May 2007;16:00;dvd/video;1047991.8800000461;509827.56999999034
2007;Q2 2007;May 2007;11:00;dvd/video;546896.7000000183;266163.25999999733
2007;Q1 2007;Feb 2007;18:00;dvd/video;1116635.540000023;534104.2100000001
2007;Q1 2007;Mar 2007;16:00;dvd/video;1595773.079999822;775226.5599999881
2008;Q1 2008;Feb 2008;15:00;dvd/video;1785405.0399997402;864021.9800000037
2007;Q4 2007;Nov 2007;12:00;dvd/video;1602789.4199998458;779863.3200000074
2006;Q3 2006;Jul 2006;17:00;dvd/video;1352791.5799999142;642000.1499999908
2006;Q3 2006;Aug 2006;20:00;dvd/video;318714.19000000326;143894.02000000008
2006;Q3 2006;Jul 2006;15:00;dvd/video;1607470.1999998202;763667.0999999878
2006;Q3 2006;Aug 2006;18:00;dvd/video;1000758.0600000428;460760.18999999994
2006;Q3 2006;Aug 2006;17:00;dvd/video;1209080.1999999876;560511.1299999908
2006;Q3 2006;Jul 2006;13:00;dvd/video;1525635.6899998419;720506.8699999904
2006;Q3 2006;Jul 2006;14:00;dvd/video;1605182.3799998201;764087.8899999877
2006;Q4 2006;Nov 2006;12:00;dvd/video;1621764.9899997916;785969.3000000167
2006;Q3 2006;Jul 2006;16:00;dvd/video;1496011.7499998563;711958.6199999955
2006;Q3 2006;Jul 2006;21:00;dvd/video;161311.55999999878;74961.43999999999
2006;Q3 2006;Aug 2006;16:00;dvd/video;1314326.199999935;610521.3199999913
2006;Q3 2006;Aug 2006;15:00;dvd/video;1343644.4599999224;620310.4699999932
2006;Q3 2006;Aug 2006;13:00;dvd/video;1177511.7400000016;543731.9699999922
2006;Q4 2006;Dec 2006;16:00;dvd/video;6483106.670002932;3086544.5100003122
2006;Q3 2006;Aug 2006;14:00;dvd/video;1323390.18999993;609328.9199999897
2006;Q4 2006;Oct 2006;19:00;dvd/video;859635.380000038;427053.7000000043
2006;Q3 2006;Jul 2006;19:00;dvd/video;903497.4700000368;426966.50000000605
2006;Q3 2006;Jul 2006;20:00;dvd/video;403861.2400000121;193254.96999999965
2006;Q3 2006;Aug 2006;19:00;dvd/video;874600.4300000354;398547.16000000294
2006;Q4 2006;Oct 2006;11:00;dvd/video;804102.8700000353;399339.78000000375
2006;Q4 2006;Oct 2006;10:00;dvd/video;393911.0300000105;195407.5600000004
2006;Q3 2006;Jul 2006;12:00;dvd/video;1240477.8099999696;590729.7900000019
2006;Q4 2006;Oct 2006;16:00;dvd/video;1613443.6199998332;799482.6799999792
2006;Q3 2006;Jul 2006;22:00;dvd/video;101771.65999999935;48230.33999999989
2006;Q3 2006;Aug 2006;11:00;dvd/video;680272.2600000289;315263.860000001
2006;Q4 2006;Oct 2006;20:00;dvd/video;295528.12000000116;146725.06000000003
2006;Q4 2006;Oct 2006;14:00;dvd/video;1543661.5699998485;766804.729999983
2006;Q3 2006;Jul 2006;11:00;dvd/video;820485.2000000383;393103.9300000051
2006;Q3 2006;Aug 2006;12:00;dvd/video;963536.3200000421;448700.84000000026
2006;Q3 2006;Aug 2006;22:00;dvd/video;69381.1200000001;29373.880000000026
2006;Q2 2006;Jun 2006;17:00;dvd/video;649598.1300000247;320016.55999999726
2006;Q2 2006;Jun 2006;13:00;dvd/video;624417.4500000234;306936.61999999743
2006;Q4 2006;Nov 2006;15:00;dvd/video;2080389.81999965;1006440.8900000093
2006;Q2 2006;Jun 2006;16:00;dvd/video;705779.3200000267;350751.31999999605
2006;Q2 2006;Jun 2006;15:00;dvd/video;706532.290000027;347059.409999996
2006;Q2 2006;Jun 2006;12:00;dvd/video;525730.480000019;259842.64999999877
2006;Q2 2006;Jun 2006;14:00;dvd/video;713208.6200000278;349921.989999995
2006;Q3 2006;Sep 2006;17:00;dvd/video;192288.2799999984;90385.4799999996
2006;Q3 2006;Sep 2006;14:00;dvd/video;208020.4199999981;97008.81999999937
2006;Q3 2006;Sep 2006;15:00;dvd/video;211143.3399999979;99203.18999999932
2006;Q3 2006;Sep 2006;13:00;dvd/video;182670.1599999985;84614.22999999969
2006;Q3 2006;Sep 2006;20:00;dvd/video;46907.62000000011;22334.430000000004
2006;Q4 2006;Dec 2006;14:00;dvd/video;6834732.730003546;3254960.730000352
2006;Q2 2006;Jun 2006;19:00;dvd/video;497414.080000015;245229.32999999975
2006;Q2 2006;Jun 2006;21:00;dvd/video;86089.49999999968;41827.14
2006;Q2 2006;Jun 2006;18:00;dvd/video;574429.8100000205;286741.4599999993
2006;Q3 2006;Aug 2006;10:00;dvd/video;342830.14000000554;157353.02999999988
2006;Q4 2006;Dec 2006;15:00;dvd/video;6969684.440003751;3312956.8800002947
2006;Q4 2006;Dec 2006;11:00;dvd/video;4020150.359999041;1927371.4099997815
2006;Q2 2006;Jun 2006;23:00;dvd/video;15181.489999999993;9065.089999999998
2006;Q2 2006;Jun 2006;20:00;dvd/video;197072.65999999826;95959.58000000009
2006;Q2 2006;Jun 2006;10:00;dvd/video;211386.09999999753;104850.61000000007
2006;Q2 2006;Jun 2006;11:00;dvd/video;405401.5900000106;196985.61999999898
2006;Q2 2006;Jun 2006;22:00;dvd/video;52689.0300000001;26730.010000000017
2006;Q4 2006;Oct 2006;18:00;dvd/video;1114657.7900000259;553397.7200000025
2007;Q1 2007;Jan 2007;16:00;dvd/video;2225868.389999709;1042869.3099999928
2006;Q4 2006;Nov 2006;20:00;dvd/video;381644.5700000098;184168.65999999995
2006;Q3 2006;Sep 2006;19:00;dvd/video;114114.33999999905;54805.48999999984
2006;Q3 2006;Sep 2006;16:00;dvd/video;200663.159999998;94439.51999999964
2007;Q1 2007;Feb 2007;13:00;dvd/video;1382204.8899999089;657690.5799999948
2007;Q3 2007;Jul 2007;19:00;dvd/video;1025118.4700000423;469894.750000002
2007;Q2 2007;Apr 2007;12:00;dvd/video;907256.1000000449;446744.34999999584
2007;Q2 2007;Apr 2007;18:00;dvd/video;757459.0300000345;374358.7599999955
2007;Q2 2007;Jun 2007;15:00;dvd/video;1235298.849999971;587387.910000002
2007;Q3 2007;Jul 2007;16:00;dvd/video;1815131.9799998112;830596.74
2007;Q3 2007;Jul 2007;17:00;dvd/video;1592459.6299998485;736107.920000001
2007;Q3 2007;Jul 2007;11:00;dvd/video;828810.460000032;378674.51000000164
2007;Q2 2007;May 2007;14:00;dvd/video;994502.9200000423;483090.17999999085
2007;Q1 2007;Mar 2007;17:00;dvd/video;1442984.889999879;697646.9699999917
2007;Q1 2007;Mar 2007;15:00;dvd/video;1553392.6299998332;747788.9399999918
2007;Q1 2007;Mar 2007;12:00;dvd/video;1183373.1699999918;565647.4599999981
2007;Q2 2007;Apr 2007;15:00;dvd/video;1111213.700000024;545619.7899999964
2007;Q2 2007;Apr 2007;19:00;dvd/video;649009.0700000275;321894.38999999803
2007;Q3 2007;Jul 2007;12:00;dvd/video;1302903.4599999292;592888.2699999992
2007;Q2 2007;Apr 2007;13:00;dvd/video;1071036.0600000452;523791.25999999244
2007;Q1 2007;Mar 2007;10:00;dvd/video;489409.4900000181;237602.99000000051
2007;Q1 2007;Mar 2007;18:00;dvd/video;1148617.1300000139;554793.6399999954
2007;Q1 2007;Mar 2007;14:00;dvd/video;1440542.7599998808;695471.6599999934
2007;Q1 2007;Mar 2007;19:00;dvd/video;886465.3800000392;425764.3199999986
2007;Q1 2007;Mar 2007;13:00;dvd/video;1373879.4099999052;658599.7199999948
2007;Q2 2007;May 2007;19:00;dvd/video;681814.3600000261;331569.87999999535
2008;Q1 2008;Feb 2008;12:00;dvd/video;1172602.370000012;566153.160000005
2007;Q2 2007;May 2007;17:00;dvd/video;945177.2700000416;458399.20999999245
2007;Q2 2007;Jun 2007;16:00;dvd/video;1201709.5599999784;572231.2500000016
2007;Q3 2007;Sep 2007;15:00;dvd/video;1590365.8399998194;748168.8300000133
2007;Q2 2007;Jun 2007;11:00;dvd/video;646668.9600000202;300038.2999999995
